VPOL.1	TPHA.1	TBLA.1	NDAI.1	NCAS.1	KNAG.1	KAFR.1	CGLA.1	SUVACBS7001.1	SMIKIFO1815.1	SCERREF.1	ANC	ZROU	TDEL	KLAC	EGOS	ECYM	LKLU	LTHE	LWAL	SCERREF.2	SMIKIFO1815.2	SUVACBS7001.2	CGLA.2	KAFR.2	KNAG.2	NCAS.2	NDAI.2	TBLA.2	TPHA.2	VPOL.2
VPOL_Kpol_1059.18	TPHA_TPHA0F03340	TBLA_TBLA0D03870	NDAI_NDAI0G00300	NCAS_NCAS0G04150	KNAG_KNAG0G00480	KAFR_KAFR0E00500	CGLA_CAGL0C02211g	SUVACBS7001_Suva_5.29	SMIKIFO1815_Smik_5.53	SCERREF_YEL040W	ANC_Anc_1.483	ZROU_ZYRO0F05280g	TDEL_TDEL0C02560	KLAC_KLLA0F16907g	NA	NA	LKLU_SAKL0D11880g	LTHE_KLTH0C03344g	LWAL_Kwal_27.10146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G12100g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_479.24	TPHA_TPHA0A00930	TBLA_TBLA0C05190	NDAI_NDAI0E04290	NCAS_NCAS0E02650	KNAG_KNAG0B02390	KAFR_KAFR0L01700	CGLA_CAGL0A04411g	SUVACBS7001_Suva_5.215	SMIKIFO1815_Smik_2.54	SCERREF_YBL061C	ANC_Anc_7.386	ZROU_ZYRO0B03212g	TDEL_TDEL0C01610	KLAC_KLLA0E20263g	EGOS_ACR227W	ECYM_Ecym_4689	LKLU_SAKL0F12276g	LTHE_KLTH0C06820g	LWAL_Kwal_27.10865	SCERREF_YER096W	SMIKIFO1815_Smik_5.240	SUVACBS7001_Suva_2.55	NA	NA	NA	NA	NA	NA	TPHA_TPHA0E00910	VPOL_Kpol_1018.91
VPOL_Kpol_1059.19	TPHA_TPHA0F03330	TBLA_TBLA0D03880	NDAI_NDAI0G00310	NCAS_NCAS0A13000	KNAG_KNAG0G00490	KAFR_KAFR0E00510	CGLA_CAGL0I01408g	SUVACBS7001_Suva_5.30	SMIKIFO1815_Smik_10.326	SCERREF_YEL039C	ANC_Anc_1.482	ZROU_ZYRO0F05258g	TDEL_TDEL0C02570	KLAC_KLLA0F16929g	EGOS_AFR360W	ECYM_Ecym_3570	LKLU_SAKL0D11858g	LTHE_KLTH0C03366g	LWAL_Kwal_27.10150	SCERREF_YJR048W	SMIKIFO1815_Smik_5.54	SUVACBS7001_Suva_12.132	NA	NA	KNAG_KNAG0I00290	NCAS_NCAS0G04140	NDAI_NDAI0B01240	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15378g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15400g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15422g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1059.21	TPHA_TPHA0F03320	TBLA_TBLA0D03890	NDAI_NDAI0G00320	NCAS_NCAS0G04130	KNAG_KNAG0G00500	KAFR_KAFR0E00520	CGLA_CAGL0L01287g	SUVACBS7001_Suva_5.31	SMIKIFO1815_Smik_5.55	SCERREF_YEL038W	ANC_Anc_1.481	ZROU_ZYRO0F05236g	TDEL_TDEL0C02580	KLAC_KLLA0E22111g	EGOS_AFR359C	ECYM_Ecym_3571	LKLU_SAKL0D11836g	LTHE_KLTH0C03388g	LWAL_Kwal_27.10151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15444g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15466g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15488g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15510g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G15840g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G16280g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_370.6	TPHA_TPHA0O00440	TBLA_TBLA0B02160	NDAI_NDAI0G00330	NCAS_NCAS0G04120	KNAG_KNAG0G00510	KAFR_KAFR0E00530	CGLA_CAGL0L01309g	SUVACBS7001_Suva_5.32	SMIKIFO1815_Smik_5.56	SCERREF_YEL037C	ANC_Anc_1.480	ZROU_ZYRO0F05192g	TDEL_TDEL0C02590	KLAC_KLLA0E22133g	EGOS_AFR358W	ECYM_Ecym_3572	LKLU_SAKL0D11814g	LTHE_KLTH0C03410g	LWAL_Kwal_27.10152	NA	NA	NA	NA	KAFR_KAFR0I02780	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G17512g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_370.5	TPHA_TPHA0O00430	TBLA_TBLA0B02170	NDAI_NDAI0G00340	NCAS_NCAS0G04110	KNAG_KNAG0I00300	KAFR_KAFR0I02770	CGLA_CAGL0L01331g	SUVACBS7001_Suva_5.33	SMIKIFO1815_Smik_5.57	SCERREF_YEL036C	ANC_Anc_1.479	ZROU_ZYRO0F05170g	TDEL_TDEL0C02600	KLAC_KLLA0E22155g	EGOS_AFR357W	ECYM_Ecym_3573	LKLU_SAKL0D11792g	LTHE_KLTH0C03432g	LWAL_Kwal_27.10157	NA	NA	NA	NA	NA	NA	NA	NDAI_NDAI0B01250	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G18876g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G19712g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G19734g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1059.22	TPHA_TPHA0O00420	TBLA_TBLA0B02180	NDAI_NDAI0G00350	NCAS_NCAS0A12990	KNAG_KNAG0G00520	KAFR_KAFR0E00540	CGLA_CAGL0L01353g	SUVACBS7001_Suva_5.35	SMIKIFO1815_Smik_10.325	SCERREF_YEL034W	ANC_Anc_1.478	ZROU_ZYRO0F05148g	TDEL_TDEL0C02610	KLAC_KLLA0E22199g	EGOS_AFR356C	ECYM_Ecym_3574	LKLU_SAKL0D11770g	LTHE_KLTH0C03476g	LWAL_Kwal_27.10164	SCERREF_YJR047C	SMIKIFO1815_Smik_5.59	SUVACBS7001_Suva_12.131	CGLA_CAGL0I01430g	KAFR_KAFR0I02760	KNAG_KNAG0I00310	NCAS_NCAS0G04090	NDAI_NDAI0B01260	NA	TPHA_TPHA0F03300	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G19866g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G20372g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G20504g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G21032g	TDEL_TDEL0D01720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G21538g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G21890g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G21934g	TDEL_TDEL0B03880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22132g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22374g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22396g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22418g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22462g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22484g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22506g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22528g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0O00410	TBLA_TBLA0B02190	NDAI_NDAI0G00370	NCAS_NCAS0G04070	KNAG_KNAG0G00530	KAFR_KAFR0E00550	CGLA_CAGL0L01397g	SUVACBS7001_Suva_5.37	SMIKIFO1815_Smik_5.71	SCERREF_YEL032W	ANC_Anc_1.477	ZROU_ZYRO0F05104g	TDEL_TDEL0C02620	KLAC_KLLA0E22243g	EGOS_AFR355C	ECYM_Ecym_3575	LKLU_SAKL0D11704g	LTHE_KLTH0C03520g	LWAL_Kwal_27.10174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22550g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZROU_ZYRO0G22572g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A00132g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A00154g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A00264g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A00726g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A00880g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1061.30	TPHA_TPHA0O00400	TBLA_TBLA0B02200	NDAI_NDAI0G00380	NCAS_NCAS0G04060	KNAG_KNAG0G00540	KAFR_KAFR0E00560	CGLA_CAGL0L01419g	SUVACBS7001_Suva_5.38	SMIKIFO1815_Smik_5.72	SCERREF_YEL031W	ANC_Anc_1.476	ZROU_ZYRO0F05082g	TDEL_TDEL0C01440	KLAC_KLLA0E22265g	EGOS_AFR354C	ECYM_Ecym_3576	LKLU_SAKL0D11682g	LTHE_KLTH0C03542g	LWAL_Kwal_27.10183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A02222g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A02706g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A02750g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A02882g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1061.31	TPHA_TPHA0O00390	TBLA_TBLA0B02210	NDAI_NDAI0G04730	NCAS_NCAS0A08260	KNAG_KNAG0I00340	KAFR_KAFR0I02740	CGLA_CAGL0I01496g	SUVACBS7001_Suva_5.39	SMIKIFO1815_Smik_10.320	SCERREF_YEL030W	ANC_Anc_1.474	ZROU_ZYRO0F05038g	TDEL_TDEL0C01420	KLAC_KLLA0E22309g	EGOS_AFR352C	ECYM_Ecym_3578	LKLU_SAKL0D11638g	LTHE_KLTH0F06996g	LWAL_Kwal_33.14307	SCERREF_YJR045C	SMIKIFO1815_Smik_5.73	SUVACBS7001_Suva_12.128	CGLA_CAGL0I03322g	NA	NA	NA	NA	NA	NA	VPOL_Kpol_1012.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A03058g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A03168g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A03784g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_480.2	TPHA_TPHA0D01090	TBLA_TBLA0C01690	NDAI_NDAI0G00390	NCAS_NCAS0G04040	KNAG_KNAG0G00560	KAFR_KAFR0E00570	CGLA_CAGL0I03300g	SUVACBS7001_Suva_5.40	SMIKIFO1815_Smik_5.75	SCERREF_YEL029C	ANC_Anc_1.471	ZROU_ZYRO0F04994g	TDEL_TDEL0C01400	KLAC_KLLA0E22375g	EGOS_AEL076C	NA	LKLU_SAKL0D11506g	LTHE_KLTH0H14586g	LWAL_Kwal_34.16021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A05060g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A05302g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A05698g	LTHE_KLTH0H05324g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A05654g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1018.89	TPHA_TPHA0E00930	TBLA_TBLA0I00460	NDAI_NDAI0E04280	NCAS_NCAS0E02660	KNAG_KNAG0B02400	KAFR_KAFR0L01690	NA	SUVACBS7001_Suva_2.56	SMIKIFO1815_Smik_2.55	SCERREF_YBL060W	ANC_Anc_7.384	ZROU_ZYRO0B03168g	TDEL_TDEL0C01630	KLAC_KLLA0E20219g	EGOS_ABR218C	ECYM_Ecym_4691	LKLU_SAKL0F12232g	LTHE_KLTH0C06864g	LWAL_Kwal_27.10874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_170.3	TPHA_TPHA0O00370	TBLA_TBLA0C01670	NDAI_NDAI0G00410	NCAS_NCAS0A08320	KNAG_KNAG0G00620	KAFR_KAFR0E00580	CGLA_CAGL0I01562g	SUVACBS7001_Suva_5.42	SMIKIFO1815_Smik_5.77	SCERREF_YEL027W	ANC_Anc_1.469	ZROU_ZYRO0E02970g	TDEL_TDEL0B05420	KLAC_KLLA0E22441g	EGOS_AEL074W	ECYM_Ecym_1379	LKLU_SAKL0D11418g	LTHE_KLTH0H14498g	LWAL_Kwal_34.16031	NA	NA	NA	NA	KAFR_KAFR0F01300	KNAG_KNAG0I00370	NA	NA	NA	TPHA_TPHA0B04050	VPOL_Kpol_1067.33
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A06402g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A06556g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A07480g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLAC_KLLA0C05412g	NA	NA	LKLU_SAKL0A07502g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1067.31	TPHA_TPHA0B04030	TBLA_TBLA0D01990	NDAI_NDAI0G04810	NCAS_NCAS0A08350	KNAG_KNAG0I00390	KAFR_KAFR0F01320	CGLA_CAGL0I03234g	SUVACBS7001_Suva_5.43	SMIKIFO1815_Smik_5.78	SCERREF_YEL026W	ANC_Anc_1.465	ZROU_ZYRO0E03058g	TDEL_TDEL0B05380	KLAC_KLLA0E22529g	EGOS_AEL070W	ECYM_Ecym_1375	LKLU_SAKL0D11330g	LTHE_KLTH0H14410g	LWAL_Kwal_34.16053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A08228g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A08250g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A08624g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A08646g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0G03430	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC_Anc_2.519	ZROU_ZYRO0B01672g	TDEL_TDEL0A02940	KLAC_KLLA0E13861g	NA	NA	LKLU_SAKL0A09152g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VPOL_Kpol_348.2
VPOL_Kpol_1056.22	TPHA_TPHA0O00760	TBLA_TBLA0D01970	NDAI_NDAI0G00430	NCAS_NCAS0G04020	KNAG_KNAG0G00580	KAFR_KAFR0E00620	CGLA_CAGL0I03190g	SUVACBS7001_Suva_5.45	SMIKIFO1815_Smik_5.80	SCERREF_YEL024W	ANC_Anc_1.461	ZROU_ZYRO0E03146g	TDEL_TDEL0B05350	KLAC_KLLA0E22573g	EGOS_AEL067W	ECYM_Ecym_1371	LKLU_SAKL0D11242g	LTHE_KLTH0H14344g	LWAL_Kwal_34.16074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10054g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10076g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10340g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10516g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10538g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10560g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10582g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1067.29	TPHA_TPHA0B04010	TBLA_TBLA0C01620	NDAI_NDAI0G00450	NCAS_NCAS0G04010	KNAG_KNAG0G00570	KAFR_KAFR0E00630	CGLA_CAGL0I03168g	SUVACBS7001_Suva_5.46	SMIKIFO1815_Smik_5.81	SCERREF_YEL023C	ANC_Anc_1.460	ZROU_ZYRO0E03168g	TDEL_TDEL0B05340	KLAC_KLLA0E22595g	EGOS_AEL066C	ECYM_Ecym_1370	LKLU_SAKL0D11220g	LTHE_KLTH0H14322g	LWAL_Kwal_34.16077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10604g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10626g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10648g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0A10670g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00110g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00132g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00154g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00176g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00198g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00220g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1056.23	TPHA_TPHA0O00770	TBLA_TBLA0C01600	NDAI_NDAI0G00460	NCAS_NCAS0A08430	KNAG_KNAG0H01550	KAFR_KAFR0H02860	CGLA_CAGL0I03102g	NA	SMIKIFO1815_Smik_10.305	SCERREF_YEL022W	ANC_Anc_1.455	ZROU_ZYRO0E03322g	TDEL_TDEL0B05290	KLAC_KLLA0E22727g	EGOS_AEL061W	ECYM_Ecym_1365	LKLU_SAKL0D11088g	LTHE_KLTH0H14212g	NA	SCERREF_YJR031C	SMIKIFO1815_Smik_5.82	SUVACBS7001_Suva_12.113	CGLA_CAGL0M08052g	NA	KNAG_KNAG0I00460	NCAS_NCAS0G04000	NDAI_NDAI0G04900	TBLA_TBLA0D01930	TPHA_TPHA0B03960	VPOL_Kpol_1067.24
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LKLU_SAKL0B00242g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
